tweet_id,text,suggested_intent,gold_intent
2262306,"@AmazonHelp Ok, no worries, I will speak to UPS on Monday. I may request a return, I'm tired of playing their games. So far I've called them 7 times, on 5 separate days and been told the package would be delivered Monday, Wednesday, Friday and Saturday.",delivery_tracking,return_refund
2805121,@115821 Really disappointed in your delivery driver’s failure to even knock on the door before claiming they attempted delivery and driving off. Not cool at all. This sets me back a full day. Please get it together!,delivery_tracking,delivery_tracking
1195817,@115850  mujhe mera packege abhi mila nahi hai aur delivery bhi ho gayi kisko de diya ye mere rs. Bhi gaye kal call laga raha lagi nahi https://t.co/aBE25oEZnf,delivery_tracking,delivery_tracking
881080,Dear @115821 I couldn't be a happier! I was told my 📦 wouldn't be delivered on time. I received an email it was delivered! #godblessyall 🙌🏼,delivery_tracking,delivery_tracking
1298456,@AmazonHelp My package says it was delivered Monday but I never received it.,delivery_tracking,delivery_tracking
462464,@AmazonHelp @118919 your team confirmed that return in transit..i can not wait more days amazon..please refund my money https://t.co/TNSk5giv8c,return_refund,return_refund
1369543,@AmazonHelp Last told the refund was processing and I still have no confirmation of that.,return_refund,return_refund
440119,@AmazonHelp some technical difficulties resulted my headphone to return second time and now the I cant get the discount back. WOW😡,return_refund,return_refund
1445344,@115850 worst customer service experience till date. Been more than a month and refund is yet to show! I'm tired of mailin u over and over,return_refund,return_refund
1075377,@115850 the package has been already picked up by your assigned courier 3days back.When I'll get the refund?,return_refund,return_refund
2829439,@115850 my Order  # 403-4091452-1595547 not delivered but Amazon website show status as delivered on Saturday.pls refund my money as soon as possible.,return_refund,return_refund
21936,@AmazonHelp Something for which I received mail stating out for delivery today is now returned and refund is issued.  It's all in a mess.,return_refund,return_refund
1547231,dude @117795 wtf?? i want my money back!!! https://t.co/jscA6m7M5X,return_refund,return_refund
1608388,@AmazonHelp I have filled all details and i need to be refunded by tomorrow or i will see you in consumer court with all evidence of #fraud #amazonFraud,return_refund,return_refund
389928,@AmazonHelp @122232 are a disgrace! 3 orders to a BFPO address.....all 3 returned! Why do you use these jokers. #Sackthem,return_refund,return_refund
2171890,@117795 Multiple order placed. Courier did not receive. 48Hr delay. Request refund. Refunded 1 of 5 of the items! Why is it so hard!,return_refund,return_refund
846938,@115821 @AmazonHelp why am I unable to do something as simple as exchange a pair of shoes? Can't return and reorder at same price either 😔,return_refund,return_refund
1387100,"@AmazonHelp I have and was told I would be refunded. Still waiting on the confirmation email to say refund is being processed. But honestly, I'm afraid to order from Amazon again. What can be done so @118706 stops being so careless?",return_refund,return_refund
80840,@119356. Cheated by Amazon India.they don't have any refund policy. https://t.co/3bPU6OOgDO,return_refund,return_refund
152139,"@AmazonHelp Hi, returned a TV to you for a replacement on tuesday, when should I expect to hear back about it?",return_refund,return_refund
920960,@AmazonHelp @115850 this is the worst experience from Amazon.Item returned without any delivery attempt. (1/2),return_refund,return_refund
1638666,@115821 I HAVE BEEN RIPPED OFF AND LYED TOO ABOUT MY DMA REFUND NO THEY ARE SAYING ITS IN THE MAIL A UPDATED BULL CRIP I WILL NEVER ORDER AG,return_refund,return_refund
147350,@115830 -very poor customer service, promised refund 2 weeks ago for a scam on my account and no joy,return_refund,return_refund
2952234,trying to get a refund from @115821 for a parcel that they lost is like getting blood out of a stone 😡,return_refund,return_refund
1480791,@AmazonHelp And returned there or to another im not sure at 1:10 today. I'm disappointed as I was in all day,return_refund,return_refund
1607921,@115850 Hey unable to reach your cc.  I wanna edit the billing address. Could you help?,payment_billing,payment_billing
2454141,@115821 you guys shipped and charged a cancelled item to me and I would like a refund. idk how to inform you so im just going to tweet @ you 🤷‍♂️,payment_billing,return_refund
1429497,Anyone else charged for @115830 PRIME even after cancelling subscription &amp; @115821 can’t just cancel it?,payment_billing,prime_membership
2985339,@AmazonHelp Sbi debit card Cashback for shopping done in october month,payment_billing,payment_billing
67456,@AmazonHelp No but I remember going through&amp;cancelling as I done it weeks prior to being charged! I don’t have access to my previous amazon email...(1),payment_billing,payment_billing
2283994,@115850 I recently ordered Moto 5s plus. Mistakenly I throw out the package. How to get Invoice of this order? I didn't find any option in Amazon app,payment_billing,order_issue
1031073,403-8415773-6460323 emi charged on cancelled order ! No refund processed to bank ! Fraud by amazon #AmazonIndia #Amazon,payment_billing,payment_billing
2897566,@AmazonHelp Right now I’m being charged over $7 for these rulers... https://t.co/BeriSc7tZ2,payment_billing,payment_billing
1266402,@115850 why is your mobile app saving the credit card data automatically.There shld be an option to proceed without saving card details.,payment_billing,payment_billing
1478817,"@AmazonHelp Pris en charge oui, traité bof, traité bof bof par contre pour se faire envoyer chier à 21h30 parce que la limite c'est 22 oui",payment_billing,payment_billing
2466081,@117795 i accidentally signed up for showtime just now,how do I cancel this w/o being charged??,payment_billing,payment_billing
2692713,@115850 @145910 @12381 @36491 @164163 Shouldn't all invoices be #GST Invoices? So why do you ask to check products for GST #Invoice? What happens if a product doesn't have a GST Invoice. Does the customer not pay GST? https://t.co/shd0NuApMb https://t.co/c76n6pubwn,payment_billing,payment_billing
570826,"@AmazonHelp I have a working debit card, but Amazon keeps denying it. I update payment, and nothing changes. What should I do???",payment_billing,payment_billing
166487,@AmazonHelp Used Amazon chat to resolve what appeared to be a duplicate charge on two different credit cards for my Prime membership. Just wanted a refund or explanation. Result? Had my Prime membership cancelled. WTH? Why?,payment_billing,payment_billing
232686,@AmazonHelp bought a power bank few months ago, used twice and now it won’t charge. Seen loads of other reviews same problem, what do I do?,payment_billing,product_issue
676148,@AmazonHelp @122232 driver has basically made a mess of it. Anyway I can claim back delivery charge was meant to be express 1pm today and driver hasn’t left at safe place or with a neighbour. Instead has just drove off with the parcel.,payment_billing,delivery_tracking
2299734,@115821 how does one get charged for a prime subscription if their card isn’t even linked to the account??,payment_billing,prime_membership
176497,@AmazonHelp Comme expliqué précédemment le vendeur s'était engagé à prendre en charge les frais de retour. L'adresse de retour était en France. Je ne comprends pas pourquoi vous insistez. C'est pourtant simple: le vendeur n'a pas respecté son engagement.,payment_billing,return_refund
2866119,@AmazonHelp Hey! So I was being charged for Prime on https://t.co/LMZE49jNVq and Amazon.ca simultaneously. Turns out I paid for multiple months on both, how do I get refunded for those months?,payment_billing,prime_membership
80621,"@AmazonHelp Please start with what I entered at https://t.co/vGP02JEJpy this morning, per your request last night. ""I've extended your extended"" was your response to that, without addressing whether or not I would be charged for not returning the items that I did not receive, etc.",payment_billing,return_refund
2907844,ur customer service r shite av been on the phone for like 40 minutes cos someone’s made an account w ma bank details n you won’t cancel the orders because you need to speak to the account holder?? mate it’s my fkn money get it put back @AmazonHelp,account_login,payment_billing
2772426,@AmazonHelp Are you having login issues? I haven’t been able to sign in to see my orders on my computer in multiple browsers.,account_login,account_login
1033194,"@115850 order processed and shipped ,then cancelled due to payment error. Amount has been deducted from my account.",account_login,payment_billing
238262,@115821 @AmazonHelp you're really the worst. Won't be renewing my prime account when it's up.,account_login,prime_membership
2511638,@AmazonHelp I connected Twitch and BattleNet together, but when I login to Hearthstone I do not see the loot. I looked at the FAQ and stuff to find my problem, but unfortunately I cannot see what I am doing wrong.,account_login,account_login
2306219,@116090 thanks for locking me out of my account 10 Minutes after I made the account. #DefinitelyFraudulent,account_login,account_login
535726,"@AmazonHelp Followed the link. I was asked to sign in. But my account is locked, so i failed to sign in.",account_login,account_login
2792021,@115821 I cannot log in despite going through the password change. You have not responded to my email. Problems? #amazon,account_login,account_login
2821251,@226254 @115821 @116136 @AmazonHelp has been pretty terrible recently. My account was hacked a few weeks ago and they haven't been able to provide complete solution.,account_login,account_login
133641,"@AmazonHelp @115830 This is getting ridiculous now.. Still no contact (as promised as a matter of urgency!) , no account reinstatement &amp; still no refund of money you allowed to be taken fraudulently from my account.. #dosomething",account_login,account_login
833600,my moms amazon prime account charged my bank account. i am not happy about this.,account_login,prime_membership
581167,@115821 Amazon flex apps not working after I logged in ...,account_login,account_login
2720488,@AmazonHelp All sorted now and refunded to my account :),account_login,other
180518,@AmazonHelp https://t.co/3C1p8oTKlq Wondering if its because I didn't sign in for a while. I have a non-active seller account (non biz). Is that why? :/,account_login,account_login
1207586,@AmazonHelp (I know how the retrieve invoices for an order from my account). The actual VAT invoice, PDF is not there.,account_login,order_issue
1159274,@115821 @115821 please fix this mess before I cancel my regular prime account. I’ve been on the phone for 30 minutes, this is unacceptable,account_login,prime_membership
1570226,@AmazonHelp Yes I have account with https://t.co/SDk5efi73P you can check with my email id: __email__ can Direct Message for more details.,account_login,account_login
176386,@AmazonHelp No,after I changed the password I didn’t find any email from amazon account specialist.,account_login,account_login
1208406,@AmazonHelp hey, how do I add my Years prime promo code so i get the account for a year free? Thanks,account_login,prime_membership
2685361,Got a prime account on @115821 because it was supposed to be better. Instead I've had a camera (that came late) thrown over the fence. wtf,account_login,delivery_tracking
422223,Umg took money for prime now im stuck with $5,prime_membership,prime_membership
958773,@AmazonHelp I lost my prime, my order history (important for my business). It's been a nightmare.,prime_membership,prime_membership
2918777,.@115821 You should change your Amazon Prime 2-day delivery to within 2 of 2-day delivery. It's been a while since you delivered on time in my area.,prime_membership,delivery_tracking
2640918,"Came home today to a replacement package at my door, thank you @AmazonHelp for resolving this! ❤️Proud Prime member https://t.co/81KfGt82nf",prime_membership,prime_membership
63920,@116316 why do I even pay for prime when all my delivery dates get postponed ON the day of delivery anyways? 🙃 #fail,prime_membership,delivery_tracking
316351,@AmazonHelp I want to buy next year prime membership for 499 offer but previous membership has few more days left.,prime_membership,prime_membership
2292312,@AmazonHelp why offer 2 day shipping for prime when item will take 4 days to get it. #cancellingprime #nothappy,prime_membership,delivery_tracking
2537508,@AmazonHelp Yes but why does this keep happening to my parcels? Rarely get one on time now. Prime used to be worth the money, not now.,prime_membership,delivery_tracking
1990228,@AmazonHelp Is there something going on with Prime Shipping? We've had a few prime eligible orders this past month take 4-5 days vs 2.,prime_membership,delivery_tracking
2740638,@AmazonHelp It's my husband's account. He has prime too. We were home too.who can we call,prime_membership,prime_membership
113708,"@115830 Where can I submit a complaint regarding an prime order with a product which was needed and due today, ordered Tuesday. Now been told it will be between tomorrow and Monday. Now need to go elsewhere first thing to get it.",prime_membership,delivery_tracking
958817,@AmazonHelp What does this even mean? When I'm promised Prime shipping it's not really guaranteed? Why am I paying for Prime again?,prime_membership,delivery_tracking
1133476,So what's the benefit for prime membership? https://t.co/8Xueu2csvY,prime_membership,prime_membership
1450058,@AmazonHelp Not for an order, for membership. Wasn't aware of any of those charges and don't like how I wasn't even made aware that I joined prime,prime_membership,prime_membership
124058,"@115830
Ordered item on Prime
 Dispatched 22nd to get to me next day (that’s what you promised)

But, You sent it Royal Mail for a 24th to 27th Delivery, and if I don’t get it by Tuesday 28th to contact you?

So what happened to your Prime Guarantee?",prime_membership,delivery_tracking
1280782,Very displeased with @115821’s customer service. they will disconnect without giving a resonable solution. Will def. be cancelling Prime.,prime_membership,prime_membership
2507093,@AmazonHelp Well that has been a complete and utter waste of a day! 😡 I assume that I am now entitled to a one month prime extension as you have failed to deliver within one day of dispatch? https://t.co/vyK09gLDpp,prime_membership,delivery_tracking
379948,@AmazonHelp I have reported all 4 times @115850. But today I faced 4th such instance. Please improve your service. I am a Prime Member.,prime_membership,delivery_tracking
2950679,"Don't bother paying for Amazon Prime, second time an Amazon Logistics driver has decided to deliver our package to a random house though our number is clearly posted, unacceptable! @115830  @AmazonHelp Last time was just a refund, this was a black friday deal, i want my item!",prime_membership,delivery_tracking
353179,@115821 STOP advertising guaranteed 2 day delivery for Prime members- it doesn’t happen- FALSE ADVERTISING.... maybe Walmart is better?,prime_membership,delivery_tracking
1398504,@AmazonHelp It magically got enabled today. I can get multi room music now on all my Echo,digital_content,digital_content
181311,Having trouble with the @115821 #Video app on my #Samsung #KS8000 TV. Unresponsive blank screen. Anyone else?,digital_content,digital_content
2382543,"@117634, it’s 12:10 CST on November 14. Why hasn’t Oathbringer been delivered to my Kindle?",digital_content,digital_content
2835689,"@117804, não consigo conectar o Kindle ao Twitter, não é senha incorreta, já me certifiquei disso, no entanto, tenho autenticação em 2 passos habilitada no Twitter. Tem alguma restrição/limitação quanto a isso no Kindle 8º geração?",digital_content,digital_content
1776896,@117634 @115830 are the black marks at the bottom normal on a Kindle Paperwhite? https://t.co/cAUPg7Fenk,digital_content,digital_content
678638,@115851 Would love to read this on my #kindle but unfortunately @AmazonHelp are incompetent so I can't sign in to my account. 1 month and counting,digital_content,digital_content
2569191,@AmazonHelp perdi o meu primeiro kindle, agora que comprei outro pensei que os arquivos poderiam ser resgatados, por ser a mesma conta,digital_content,digital_content
1470357,Não sei vocês mas um dos meus passatempos preferidos é ficar passeado pelas categorias do Kindle Unlimited da @117086 só livros incríveis,digital_content,digital_content
319375,@115850 fireTV sucks. I can watch YouTube with 1020, along with Prime' video from my laptop from a CORNER if room, and fireTV says Net err,digital_content,digital_content
1064121,Hi @119625 please release latest telugu movie #YuddhamSharanam .,digital_content,digital_content
2398232,@115850 can you confirm the launching date of prime music in India? My saavn subscription is ending soon, will move my playlists to prime music.,digital_content,digital_content
1226537,@AmazonHelp To clarify: You need to be connected at the time of the order? Ordering, then getting the Kindle online, leaves the order in the cloud?,digital_content,digital_content
1100561,"Really, @115821? That was a DVD that your idiot delivery person stuck under our heavy door. No idea if it’s damaged or not. It’s a Christmas gift for my 3 year old niece, so I can't open it. I don't want her to open it and find a broken movie! 😠 https://t.co/Ey5hNRiM9d",digital_content,product_issue
1071139,@115821 help! Need to cancel a music order but don't see how,digital_content,cancellation
2628799,@AmazonHelp Danke fürs Weiterleiten. Amazon Video läuft ja auch unter Linux, dafür kannst Du gerne auch ein dankendes Lob an die Kollegen weitergeben.,digital_content,digital_content
1128127,@115850 kindle paper white is being sold at global store @ USD 90, Rs 6000 max.... But in India, it is being sold at Rs 10999..too Bad :( https://t.co/04LRE3kabF,digital_content,digital_content
2663015,@AmazonHelp The day of release. It’s a digital version for Xbox.,digital_content,digital_content
239522,@AmazonHelp Most of the time it just starts playing music. But sometimes it says “sorry, I can’t help you with that.” It’s totally unprompted. Plus, I think it talks to my other Echo.,digital_content,digital_content
2691713,"Auf der Website die PIN für Prime Video ausgestellt.

@116316 hat aber noch eine weitere Option dafür, im Menü vom FireTV. Gut, dass davon nichts in der Anleitung steht. :))",digital_content,digital_content
2290234,@AmazonHelp How to watch Indian movie from Vietnam.. any subscription of prime available for people like me,digital_content,digital_content
420464,@115850 can you tell me why my order get cancelled 402-9885493-7568327,cancellation,cancellation
2875064,"@115821 I placed an order on 11/24 w/ next day shipping, 11/25. It is now 11/27, I have no package, I have spoken to 4 different people who have given me completely different answers, &amp; now supposedly someone cancelled my order. Is this how you guys usually run? 🤔🧐",cancellation,delivery_tracking
2946945,@115821 the fact that 3rd party sellers now have my email address when I buy things that are prime &amp; they email me 85 times to ask for reviews makes me want to cancel my prime membership. It’s that infuriating,cancellation,cancellation
2724963,@AmazonHelp I cancelled an order (of 1 item) 2 days ago so why is this still showing? And why so many times? https://t.co/5wQz2Msoik,cancellation,cancellation
2723403,@AmazonHelp I was knowing that I will get the reply with Formalities. I didn't get my shipment and so I have to cancel the order. but from Next time I will never use Amazon or will tell my all the friends and family about Amazon's Worst service. Goodbye. @AmazonHelp @115850 @115851,cancellation,cancellation
351881,@115850 I cancelled a order by mistake...can you please continue with the shipping process and deliver it to me?,cancellation,cancellation
2781853,@115850 my order (one plus 5t is cancelled due to payment failed so I've to cancel the order two times and acc to amazon policy the cancel order also included to purchase. And now i again going to purchase the same from different payment method so kindly not to cancel the ...,cancellation,cancellation
2220223,@AmazonHelp Where do I find this please? It got to the point where she was so unhelpful I cancelled my prime membership,cancellation,prime_membership
577747,Probably going to cancel my prime account bc #amzlsucks and hasn't gotten a single order to me on time in a MONTH . @115821 @AmazonHelp #amzl #amzl_us,cancellation,delivery_tracking
1384821,@AmazonHelp my card got lost and cancelled. Is Amazon prime gonna be mad at me now? What do I do in other words!,cancellation,payment_billing
810209,"@115850 Order:405-9872630-0173169
order cancelled
amazon say payment not done by bank
bank saying amazon not claiming money
whose fault.",cancellation,payment_billing
1372110,@115850 I didn't cancelled my order then how it is cancelled. Poor service also you hold my money for 4-5 days unless refund initiated.,cancellation,cancellation
179931,@115850 order id 406-0875156-9923538 i cancelled it as its taking forever to come nd you guys ask for pick up from home date.. #shitamazon,cancellation,cancellation
704301,@115821 My card has been charged 3 times for prime membership I have cancelled 3x now. Out $321, still don't have the funds &amp; I can't access,cancellation,prime_membership
359790,Forgot to cancel my trial run with Amazon and ended up paying that shit for a year🤷🏻‍♂️🙃,cancellation,prime_membership
426647,@AmazonHelp My bank account still says that the amount is pending even though I’ve cancelled my order??,cancellation,payment_billing
2549030,"@115850 @AmazonHelp #Customercare said they can't change the address of my order, #AmazonEcho bcoz of different state.
Should I cancel? https://t.co/uqM1oM0TdS",cancellation,order_issue
576027,@AmazonHelp I was advised that the order is been prepared and is due to be dispatched tomorrow. Surely if this is the case you should still be able to cancel as it has not left?,cancellation,cancellation
350951,@AmazonHelp Did not cancel it, never received it, supposedly delivered 3 weeks ago...,cancellation,delivery_tracking
2144434,@AmazonHelp Ordered on the 6th, delivery for 7th and 8th. Neither has arrived yet. I’ve now managed to cancel one order in hope of refund,cancellation,return_refund
984700,@AmazonHelp Today received the product but in damaged condition https://t.co/ObUGnCyFj0,product_issue,product_issue
382397,@AmazonHelp Defective product https://t.co/V57dd68EEH,product_issue,product_issue
2192399,"@AmazonHelp got a parcel ""delivered to your neighbour"" today which was thrown on their balcony. Parcel contained a can of flammable gas - if it would've been the hard drive I also ordered, it would've definitely been broken. What can I do to make sure this doesnt happen again? :/",product_issue,product_issue
427733,@AmazonHelp That wrong product which you delivered. I have posted return request three time. Still it has not picked.,product_issue,return_refund
1433958,@AmazonHelp Doesn’t bother me.And fyi I’d ordered it through prime and it took 3 to get me this wrong product.waste of money.,product_issue,product_issue
888391,@115830 how do I return faulty goods? Bought a pair of #rocketdog boots in September and the buckle is already broken #nothappy,product_issue,return_refund
126753,@AmazonHelp ur #WatchNextList on @116618 is broken BIG TIME today in FACT ur app on @117013 #BluRayPlayer is SO FOULED UP I’m done trying to watch something w/u until u FIX it&amp;it’s helloooo @116602 bc I’d actually LIKE to watch something besides AMAZON resetting to HOME MENU,product_issue,digital_content
2192496,I have never been so happy to reach a broken link. #DogsOfAmazon @115821 https://t.co/SuzRGSwwFc,product_issue,product_issue
105018,@AmazonHelp if an item is damaged and I want to return it who pays the postage to return it. The buyer or seller,product_issue,product_issue
1388839,@115850 damaged product,old box from 2015. I hope this gets replaced :( https://t.co/kliztVBIA5,product_issue,product_issue
479323,"@AmazonHelp ""Your package is returning to Amazon because of one of the following reasons: Damaged in-transit, carrier could not locate your address, or refused by the recipient."" It wasn't refused, and other deliveries have made it to my house this week, so I assume it has been damaged.",product_issue,product_issue
1548352,@AmazonHelp You can't say you won't make good by delivering a defective product , it's a trust issue,product_issue,product_issue
1391451,@AmazonHelp Yeah, the comic inside was bent so it doesn't open or close right. Artwork was also damaged! Not the first time it's happened either!,product_issue,product_issue
1000130,@117093 sign up page appears broken. Cannot sign up. Help!,product_issue,account_login
2596330,@AmazonHelp my pretty little liars the seventh and final season come in broken where the disc holder broke and has a scratch on one of the discs closing the case that doesn't expose the disc also broke and little pieces,product_issue,product_issue
2890548,@AmazonHelp Wrong items sent multiple times, damaged items, drivers not even knocking on door, cut off on the phone twice, unauthorised payments, told incorrect information multiple times on phone, advised to discard of broken item-then attempted to be charged for it. Never used to be as bad,product_issue,product_issue
542237,@116618 The ""Amazon Video Terms of Use"" link is broken. What are the terms of use? https://t.co/YlWjMgrOue,product_issue,digital_content
2518096,@AmazonHelp Well my package was just shipped in the OEM box. I mean no packaging, Box is a little dinged up, hope my @3543 S340VR is not damaged.,product_issue,product_issue
2318840,@AmazonHelp Here is the delivery info the annoying thing is the parcel would have fit in my post box, luckily my item is not damaged https://t.co/aDhCEcsyuC,product_issue,delivery_tracking
987134,online retailer @115850 &amp; @115858 busy in unfair trade, cheat &amp; fraudulence in India. Massive Defective products are sold out. @43443,product_issue,product_issue
701534,@115821 hi I have ordered something for someone else but gave wrong number, how can I change mobile number now ? Please help,order_issue,order_issue
1432296,@AmazonHelp I like the way you reply like an innocent. I feel like you intentionally making it slow. c'mon Amazon it's not my first order with u guys.,order_issue,order_issue
1100529,@115821 if I paid the extra $9 for Saturday shipping and UPS now tells me I won’t get my order until Monday, will I be refunded?,order_issue,delivery_tracking
588746,@115821 Someone used my Debit card to purchase items from Amazon. I have stopped the payment with my bank. How can I verify that the purchase is canceled?,order_issue,payment_billing
1761360,Amazon have let me down with the Xbox x Scorpio was supposed to been delivered today on release day which was ordered last month what a joke,order_issue,delivery_tracking
446110,@AmazonHelp I’ve been talking to your support but you seem to think it’s my responsibility to take it to a post office. If you collect it from my house for me and send me a replacement, then all will be forgiven (ORDER # 204-1761437-4501122). It was sold by Amazon.,order_issue,return_refund
570861,@115821 Hey, I recently ordered a USB mouse and it arrived without the USB.,order_issue,product_issue
284846,@AmazonHelp good job keeping my money and asking for money money in order to get a refund and still not giving it back. Well played.,order_issue,return_refund
576471,@115850 I have just placed the order no 408-9561983-5405945 Request you to kindly deliver it by Tuesday. I used a friend's prime account so as to get an early delivery. I'm leaving the city on Tuesday evening. Please do the needful.,order_issue,delivery_tracking
1937589,@AmazonHelp I got it today! But y'all charged me twice for it?? Once to me, my default card, and once to my roommate. Not my default. I only ordered one,order_issue,payment_billing
1770168,@AmazonHelp I need help tracking a lost package. @118706 has terrible customer support and cannot figure out where they sent my package. Ordered with Prime 2-day. Please help, thanks.,order_issue,delivery_tracking
1279732,@AmazonHelp I’ve had this on multiple orders and all your CS do is cancel the order. Why can’t someone take ownership and fix this problem,order_issue,order_issue
1146917,@AmazonHelp I have order smart watch on 24 sep 17 as per estimate delivery was 20th Oct,that was failed. And seller told me u will receive on 30th oct,order_issue,delivery_tracking
1371425,@AmazonHelp hi, just wondering why my order has been showing as dispatching now all day? I do really need this order,order_issue,delivery_tracking
2725916,@AmazonHelp is it common practice for your drivers to open packages themselves in order to squeeze the product through the letter box (damaging it in the process?). Just happened to me, can DM photos.,order_issue,product_issue
1047963,@AmazonHelp Ordered pillow from Amazon seller &amp; received only pillow case. Really? I should not have to pay for return shipping. Help?,order_issue,product_issue
1340627,"Literally ordered something on @115821 the other day and it was set to arrive Oct 28, I put in my new card info and it freaking changes to Oct 30 WHEN I NEED IT THE LATEST ON 28th. Got it expedited to come Oct 27 and now it’s being delayed a day.. wtf Amazon 😒",order_issue,delivery_tracking
530763,@24005 Hey i went thru the amazon thing and i did everything my order was placed and they blocked my email so can you order me an Iphone X please!?,order_issue,account_login
2850808,"Ordered a new Fire tablet from @115821 Black Friday Sale. Supposedly it will be delivered tomorrow, but hasn't even shipped yet. Apparently, they're going to just beam it directly to the local post office on the morning.",order_issue,delivery_tracking
2793100,@AmazonHelp why on earth would a courier try to deliver to a school this time of night. 9pm! Just had email confirming unable to deliver my prime order already a day late - it’s a school 😖 One can only hope the attempt to redeliver tomorrow is within school hours.,order_issue,delivery_tracking
531563,Un abonnement Prime pour que mon colis soit laissé dans ma boite aux lettres alors que y'a 2 voitures dans mon allée pour indiquer qu'il y a quelqu'un et qu'il fait -8000 dehors ? @120533,other,delivery_tracking
1163358,@AmazonHelp No I believe the product has its own warranty.. I’m unsure? It’s a hard drive for a play station 4,other,product_issue
972698,@AmazonHelp Dear team, it's 25th about to over. When will I get my delivery?,other,delivery_tracking
1135086,@AmazonHelp Ma foi, si ça vous fais plaisir... Moi je reste mécontent. Vous irez expliquer à ma nièce pourquoi demain elle n'aura pas de cadeau d'annif.,other,delivery_tracking
2476025,Yo @AmazonHelp kommen Bücher in der Regel über Hermes oder die DP,other,delivery_tracking
465758,"Hey @115821, I paid extra $ for 1-day shipping because I needed my package by tonight... 8PM, still no package... WTH?? https://t.co/PUs4iAC4Wu",other,delivery_tracking
812100,@116875 @AmazonHelp Hola !! Me pueden ayudar a aplicar un saldo a favor de una devolución para hacer nuevamente una compra,other,return_refund
2033177,"Thanks @115850 !
Successfully Ordered #RedmiY1
@147135 @138673
#KatrinaKaif @JabraFanMI😍😘😍😘😍 https://t.co/ia8pkQxyr",other,other
1015599,@115850 ordered moto g5s plus, received a cheap micromax phone.Not a good joke amazon😡#hightsofdisappoinment #whotoblame #amazonlostfaith https://t.co/fyz2UJSHoB,other,product_issue
2616372,@115851 Nice profit to Amazon on my last order. Amazon charged me $54.50 (non-priority mailing). This included $26 for the product and 24.90 for shipping. The invoice stated $14.49 for the item. Way to go Jeff!,other,payment_billing
1302335,@AmazonHelp pre ordered mario Odyssey download code...it’s not on my orders and never got an email. Where is the code I paid for?!!!,other,digital_content
1157222,@115850 If I done 3 transaction of 500 each with amazonpay balance will I get cashback on 1St or on both 3 (50 on each) please clear this issue,other,payment_billing
590776,"Listen @115821, I have patience for an occasional delay in shipment but NOT WHEN IT IS MY CHRISTMAS LIGHTS https://t.co/r3x41S917a",other,delivery_tracking
2510681,"@AmazonHelp 6.0 all app upto date....
Now worked",other,other
483129,@AmazonHelp e niente..il corriere si è perso per strada..eppure è la stessa via di ieri!!!🤔,other,delivery_tracking
2452551,@AmazonHelp my parcel was delivered to a neighbour yesterday, I've asked everyone on my street and no one has it and no note left by driver?,other,delivery_tracking
2757448,@115850 we are not safe with amazon don't place the order by paying online I don't know who cheated me but I trusted amazon i don't know it's seller personally,other,payment_billing
